Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
29,ft_test_T22_nmos_svt_test_1,gain,10.09,,,
29,ft_test_T22_nmos_svt_test_1,ids,2.438e-3,,,
29,ft_test_T22_nmos_svt_test_1,gm_id,6.471,,,
"Parameters: VDS=700m, VGS=650m",,,,,,
30,ft_test_T22_nmos_svt_test_1,ft,229.2e9,,,
30,ft_test_T22_nmos_svt_test_1,cgg,7.525e-15,,,
30,ft_test_T22_nmos_svt_test_1,cgs,5.055e-15,,,
30,ft_test_T22_nmos_svt_test_1,cgd,2.236e-15,,,
30,ft_test_T22_nmos_svt_test_1,vth,368.3e-3,,,
30,ft_test_T22_nmos_svt_test_1,vdsat,194.7e-3,,,
30,ft_test_T22_nmos_svt_test_1,gm,17.17e-3,,,
30,ft_test_T22_nmos_svt_test_1,gds,1.773e-3,,,
30,ft_test_T22_nmos_svt_test_1,gain,9.685,,,
30,ft_test_T22_nmos_svt_test_1,ids,3.218e-3,,,
30,ft_test_T22_nmos_svt_test_1,gm_id,5.336,,,
"Parameters: VDS=700m, VGS=700m",,,,,,
31,ft_test_T22_nmos_svt_test_1,ft,237e9,,,
31,ft_test_T22_nmos_svt_test_1,cgg,7.686e-15,,,
31,ft_test_T22_nmos_svt_test_1,cgs,5.178e-15,,,
31,ft_test_T22_nmos_svt_test_1,cgd,2.287e-15,,,
31,ft_test_T22_nmos_svt_test_1,vth,368.9e-3,,,
31,ft_test_T22_nmos_svt_test_1,vdsat,215e-3,,,
31,ft_test_T22_nmos_svt_test_1,gm,17.99e-3,,,
31,ft_test_T22_nmos_svt_test_1,gds,1.954e-3,,,
31,ft_test_T22_nmos_svt_test_1,gain,9.207,,,
31,ft_test_T22_nmos_svt_test_1,ids,4.046e-3,,,
31,ft_test_T22_nmos_svt_test_1,gm_id,4.448,,,
"Parameters: VDS=700m, VGS=750m",,,,,,
32,ft_test_T22_nmos_svt_test_1,ft,239.1e9,,,
32,ft_test_T22_nmos_svt_test_1,cgg,7.814e-15,,,
32,ft_test_T22_nmos_svt_test_1,cgs,5.272e-15,,,
